problem,dim,seed,init_method,opt_method,best_target,best_eval,best_n_iter,best_delta,init_time,opt_time
bbob_f009_i01_d02,2,3,lhs,gwo,123.83,123.83000001990519,543,1.9905186832147592e-08,0.31752610206604004,0.6418218612670898
bbob_f009_i01_d02,2,3,lhs,egwo,123.83,123.83000007931726,53,7.931726031529251e-08,0.31752610206604004,0.027528762817382812
bbob_f009_i01_d02,2,3,sobol,ga,123.83,128.9784953649725,1000,5.148495364972504,0.0,1.5441622734069824
bbob_f009_i01_d02,2,3,sobol,de,123.83,123.83139253240144,1000,0.0013925324014394391,0.0,1.411693811416626
bbob_f009_i01_d02,2,3,sobol,pso,123.83,123.83000003420533,52,3.420532834752521e-08,0.0,0.06176304817199707
bbob_f009_i01_d02,2,3,sobol,gwo,123.83,123.83000005369803,149,5.369803091070935e-08,0.0,0.3917102813720703
bbob_f009_i01_d02,2,3,sobol,egwo,123.83,123.83000009755915,81,9.7559151868154e-08,0.0,0.09548211097717285
bbob_f009_i01_d02,2,3,obl,ga,123.83,466.0804151949684,1000,342.2504151949684,0.0,3.3185818195343018
bbob_f009_i01_d02,2,3,obl,de,123.83,466.0804151949684,1000,342.2504151949684,0.0,1.392786979675293
bbob_f009_i01_d02,2,3,obl,pso,123.83,129.09043950858015,1000,5.2604395085801485,0.0,0.5285913944244385
bbob_f009_i01_d02,2,3,obl,gwo,123.83,123.8300000953189,710,9.53188958874307e-08,0.0,0.843451976776123
bbob_f009_i01_d02,2,3,obl,egwo,123.83,123.83000001783817,211,1.7838175381257315e-08,0.0,0.10499000549316406
bbob_f009_i01_d02,2,3,oblesa_ess,ga,123.83,128.17742171405436,1000,4.347421714054363,0.8284354209899902,3.588026523590088
bbob_f009_i01_d02,2,3,oblesa_ess,de,123.83,123.8317738092246,1000,0.0017738092246020187,0.8284354209899902,1.5582027435302734
bbob_f009_i01_d02,2,3,oblesa_ess,pso,123.83,123.83000006843615,85,6.843615096840949e-08,0.8284354209899902,0.1040797233581543
bbob_f009_i01_d02,2,3,oblesa_ess,gwo,123.83,123.8300000054667,265,5.466702646117483e-09,0.8284354209899902,0.6695020198822021
bbob_f009_i01_d02,2,3,oblesa_ess,egwo,123.83,123.83000003775146,81,3.775146240059257e-08,0.8284354209899902,0.09510183334350586
bbob_f009_i01_d02,2,3,oblesa_lhs,ga,123.83,128.8531535508392,1000,5.023153550839211,0.27039217948913574,3.3404738903045654
bbob_f009_i01_d02,2,3,oblesa_lhs,de,123.83,123.83106828668608,1000,0.001068286686077613,0.27039217948913574,1.4753432273864746
bbob_f009_i01_d02,2,3,oblesa_lhs,pso,123.83,123.83000006073694,67,6.073693725738849e-08,0.27039217948913574,0.08200311660766602
bbob_f009_i01_d02,2,3,oblesa_lhs,gwo,123.83,123.83000003551783,220,3.551782867816655e-08,0.27039217948913574,0.5522847175598145
bbob_f009_i01_d02,2,3,oblesa_lhs,egwo,123.83,123.8300000080686,63,8.068596457633248e-09,0.27039217948913574,0.06661176681518555
bbob_f009_i01_d02,2,3,oblesa_sobol,ga,123.83,124.35259864249717,1000,0.5225986424971722,0.01588153839111328,2.193897008895874
bbob_f009_i01_d02,2,3,oblesa_sobol,de,123.83,123.83146534612455,1000,0.0014653461245472954,0.01588153839111328,0.8044359683990479
bbob_f009_i01_d02,2,3,oblesa_sobol,pso,123.83,123.83193606303949,1000,0.001936063039494229,0.01588153839111328,0.5325090885162354
bbob_f009_i01_d02,2,3,oblesa_sobol,gwo,123.83,123.83000006550189,383,6.550189368681458e-08,0.01588153839111328,0.44748640060424805
bbob_f009_i01_d02,2,3,oblesa_sobol,egwo,123.83,123.83000004563004,77,4.5630045519828855e-08,0.01588153839111328,0.03839850425720215
bbob_f009_i01_d02,2,3,oblesa_sobol,ga,123.83,124.35259864249717,1000,0.5225986424971722,0.0029990673065185547,1.5481441020965576
bbob_f009_i01_d02,2,3,oblesa_sobol,de,123.83,123.83146534612455,1000,0.0014653461245472954,0.0029990673065185547,0.6917891502380371
bbob_f009_i01_d02,2,3,oblesa_sobol,pso,123.83,123.83193606303949,1000,0.001936063039494229,0.0029990673065185547,0.5149507522583008
bbob_f009_i01_d02,2,3,oblesa_sobol,gwo,123.83,123.83000006550189,383,6.550189368681458e-08,0.0029990673065185547,0.4451570510864258
bbob_f009_i01_d02,2,3,oblesa_sobol,egwo,123.83,123.83000004563004,77,4.5630045519828855e-08,0.0029990673065185547,0.03858590126037598
bbob_f010_i01_d02,2,3,random,ga,-54.94,2928172.8827732946,1000,2928227.8227732945,0.0009989738464355469,2.6566812992095947
bbob_f010_i01_d02,2,3,random,de,-54.94,-53.5056375134738,1000,1.4343624865261972,0.0009989738464355469,1.555232286453247
bbob_f010_i01_d02,2,3,random,pso,-54.94,179835.93660605187,1000,179890.87660605187,0.0009989738464355469,1.0868916511535645
bbob_f010_i01_d02,2,3,random,gwo,-54.94,-54.44515447903535,1000,0.4948455209646454,0.0009989738464355469,1.558387279510498
bbob_f010_i01_d02,2,3,random,egwo,-54.94,-54.937883318511666,1000,0.002116681488331551,0.0009989738464355469,0.5218517780303955
bbob_f010_i01_d02,2,3,lhs,ga,-54.94,-48.12936928933059,1000,6.8106307106694075,0.1256096363067627,1.6078896522521973
bbob_f010_i01_d02,2,3,lhs,de,-54.94,-54.508351040357155,1000,0.43164895964284256,0.1256096363067627,0.7154357433319092
bbob_f010_i01_d02,2,3,lhs,pso,-54.94,-54.32067027841854,1000,0.6193297215814582,0.1256096363067627,0.5403554439544678
bbob_f010_i01_d02,2,3,lhs,gwo,-54.94,-52.741705281146196,1000,2.198294718853802,0.1256096363067627,1.2849998474121094
bbob_f010_i01_d02,2,3,lhs,egwo,-54.94,-54.93992020579225,1000,7.979420774972823e-05,0.1256096363067627,0.5279791355133057
bbob_f010_i01_d02,2,3,sobol,ga,-54.94,-53.141729824078226,1000,1.7982701759217719,0.0,3.066378593444824
bbob_f010_i01_d02,2,3,sobol,de,-54.94,-52.16033337863872,1000,2.7796666213612795,0.0,1.5692977905273438
bbob_f010_i01_d02,2,3,sobol,pso,-54.94,-54.84373363024527,1000,0.09626636975472991,0.0,1.4820055961608887
bbob_f010_i01_d02,2,3,sobol,gwo,-54.94,-44.49407864646552,1000,10.44592135353448,0.0,2.612234592437744
bbob_f010_i01_d02,2,3,sobol,egwo,-54.94,-54.939996161209926,1000,3.8387900715974865e-06,0.0,1.1119956970214844
bbob_f010_i01_d02,2,3,obl,ga,-54.94,2928172.8827732946,1000,2928227.8227732945,0.0,3.257467746734619
bbob_f010_i01_d02,2,3,obl,de,-54.94,-53.5056375134738,1000,1.4343624865261972,0.0,1.5417301654815674
bbob_f010_i01_d02,2,3,obl,pso,-54.94,179835.93660605187,1000,179890.87660605187,0.0,1.1257920265197754
bbob_f010_i01_d02,2,3,obl,gwo,-54.94,-54.44515447903535,1000,0.4948455209646454,0.0,2.545212507247925
bbob_f010_i01_d02,2,3,obl,egwo,-54.94,-54.937883318511666,1000,0.002116681488331551,0.0,1.109557867050171
bbob_f010_i01_d02,2,3,oblesa_ess,ga,-54.94,67727.0921726147,1000,67782.03217261471,0.9509611129760742,3.352792978286743
bbob_f010_i01_d02,2,3,oblesa_ess,de,-54.94,-53.515616329581896,1000,1.424383670418102,0.9509611129760742,1.6803011894226074
bbob_f010_i01_d02,2,3,oblesa_ess,pso,-54.94,-53.024912103336305,1000,1.9150878966636924,0.9509611129760742,1.2358438968658447
bbob_f010_i01_d02,2,3,oblesa_ess,gwo,-54.94,-54.21521061200233,1000,0.7247893879976672,0.9509611129760742,2.5990867614746094
bbob_f010_i01_d02,2,3,oblesa_ess,egwo,-54.94,-54.93198393483056,1000,0.008016065169435649,0.9509611129760742,1.1547834873199463
bbob_f010_i01_d02,2,3,oblesa_lhs,ga,-54.94,117048.42527239097,1000,117103.36527239098,0.2505836486816406,3.249864101409912
bbob_f010_i01_d02,2,3,oblesa_lhs,de,-54.94,-53.264367769968096,1000,1.6756322300319013,0.2505836486816406,1.5356454849243164
bbob_f010_i01_d02,2,3,oblesa_lhs,pso,-54.94,-46.839473141662054,1000,8.100526858337943,0.2505836486816406,1.1315886974334717
bbob_f010_i01_d02,2,3,oblesa_lhs,gwo,-54.94,-47.85706592195299,1000,7.0829340780470105,0.2505836486816406,2.6803300380706787
bbob_f010_i01_d02,2,3,oblesa_lhs,egwo,-54.94,-54.93997184666184,1000,2.815333815675558e-05,0.2505836486816406,1.1090092658996582
bbob_f010_i01_d02,2,3,oblesa_sobol,ga,-54.94,31032.784412152443,1000,31087.72441215244,0.0,3.259502649307251
bbob_f010_i01_d02,2,3,oblesa_sobol,de,-54.94,-54.20637904753523,1000,0.7336209524647685,0.0,1.5326504707336426
bbob_f010_i01_d02,2,3,oblesa_sobol,pso,-54.94,-54.93999999244643,113,7.553566661044897e-09,0.0,0.14003467559814453
bbob_f010_i01_d02,2,3,oblesa_sobol,gwo,-54.94,-54.81579029923312,1000,0.1242097007668761,0.0,2.5910611152648926
